Transaction ID,User ID,Transaction Amount,Transaction Date/Time,Merchant ID,Merchant Category,Payment Method,Card Type,Cardholder Name,Transaction Status,Billing Address,Shipping Address,CVV Verification,IP Address,Device Information,Location,Transaction Type,Discount/Promo Code,Refund Amount,Fraud Flag
011b8ff6-9140-487a-b7b2-96e8436c9c20,c18a07ea-bf0c-41e4-9615-e26af3585687,84.98,2024-09-21 21:57:23,957d9f86-a576-42f8-ae39-b0b1c3897a5e,Clothing,Digital Wallet,MasterCard,Rebecca Coleman,Pending,"3024 Clifford Mountains, Lake Joshuaburgh, IL 86878","89998 Cole Path, Taylorfort, NH 84521",Yes,92.123.71.235,Desktop,"North Karen, Serbia",Refund,,0.0,0
0ff94b6d-1198-4de3-8ec4-3735c2017555,5d8f0d4e-2609-42ea-9602-b98188be9883,398.1,2024-05-28 22:39:45,38123273-8e44-4b9c-b676-da15039abeda,Clothing,Digital Wallet,American Express,Sherry Ryan,Refunded,"6222 Lauren Cliff Apt. 989, North Jessica, PW 33694","415 Hammond Ferry, West Andrewtown, VA 15092",No,163.55.175.112,Desktop,"Riosborough, Oman",Refund,WINTER2024,97.68,0
3c1e3f18-8976-474c-909f-73388823e390,a455e9f5-680c-4cf0-948f-fe0c2bb58a0c,149.15,2024-01-25 03:49:01,28c16a5c-dfec-453f-9458-1144894babc8,Groceries,Debit Card,MasterCard,Robert Mendez,Refunded,"62968 Tammy Stream, Michaelstad, PW 79349","72533 Martin Cove Apt. 458, New Edward, KY 25939",No,50.155.149.196,Mobile,"New Christinamouth, Cambodia",Purchase,SPRING20,13.51,0
d15bd0f6-fe4f-4cd6-b56d-c9d5806b9642,76df573d-b20f-497c-a958-5bc172716b5f,279.22,2024-05-05 23:50:22,7d4288aa-86a1-4207-8a9c-ddc730795215,Health,Debit Card,American Express,Richard Richardson,Pending,"6694 Forbes Ferry Apt. 658, Stephensberg, DE 26673","Unit 1915 Box 2988, DPO AA 11693",No,153.212.244.23,Mobile,"New Kristinbury, Argentina",Refund,,0.0,0
0b01752c-5093-4e0f-ab18-cf5985c2d643,27740f7f-2330-4641-a9e6-b463af44f591,40.66,2024-05-16 04:08:34,139063ab-4a22-46c9-b2f2-306cac40ad36,Health,Credit Card,American Express,Kelli Gonzalez,Completed,"91833 Sanchez Port Apt. 798, Bellborough, NE 36130","1451 Allison Plains, Lake Mariatown, WA 12730",Yes,15.22.23.133,Mobile,"Sanchezport, Brunei Darussalam",Purchase,FALL2024,0.0,0
03a5afbf-2726-4489-8a0b-ae3c05a92fb9,62f3a05b-2b93-44e9-9aaf-566db1e2d02a,173.15,2024-02-11 17:57:11,8ca97cea-9400-45d5-94fa-8845fea274c4,Electronics,Digital Wallet,MasterCard,Daniel Bright,Pending,"715 Moore Stravenue, Bradleyborough, UT 62872","420 Devin Mount, Jonathanfurt, PA 26740",No,223.115.220.35,Desktop,"Port Joseph, Brazil",Refund,SUMMER2024,0.0,0
344ec8c8-cfe5-403d-b42f-d782f919139e,6f0e8616-c717-4a07-9c88-000dea5cdbe5,196.31,2024-09-06 08:02:45,3c5362a9-ce31-4e59-82c9-a7ad9a904b47,Electronics,Debit Card,MasterCard,Kristi Smith,Failed,"242 Edwards Crossroad, North Saraview, ND 12335","98652 Donald Circle, East Lisabury, KY 16200",No,74.91.114.174,Desktop,"Phillipfort, Dominica",Purchase,WINTER2024,0.0,0
dd015229-ddce-4fae-9db6-6192e451f171,dc886fac-52a1-4f85-a3f4-9f5c450437de,96.3,2024-05-14 09:59:32,8134b330-e5d8-4fc8-a975-d4fcd8600343,Entertainment,Digital Wallet,MasterCard,Martha Kaufman,Refunded,"723 Richard Mount, Lopezmouth, NJ 64214","4663 Dillon River, South Gregorymouth, PR 76803",Yes,67.205.83.147,Desktop,"Hensleyview, Panama",Purchase,SUMMER2024,64.97,0
ce28a932-ab9e-4232-bff4-d065f7c921b9,bbc34ade-abab-46f8-971c-fdd9faeae370,434.46,2024-03-14 05:28:44,c0c4b86a-2db4-49ec-af60-f4c4349a766d,Entertainment,Credit Card,Visa,William Hernandez,Refunded,"407 Wilcox Alley Suite 019, Lake Williamland, FL 79068","7218 Meyer Mews Apt. 378, Christinaborough, CA 57342",Yes,104.249.189.186,Mobile,"North Emilyton, Isle of Man",Purchase,FALL2024,22.95,0
c125be21-e901-4eda-ba3f-6d7b0ae0e724,d551ece7-0022-4ff3-b783-e1ec919359af,458.71,2024-01-05 17:11:27,1a5954e7-263e-41ec-b14a-708a306ea724,Electronics,Digital Wallet,Visa,Kathy Ferguson,Refunded,"814 Andrews Trail Suite 759, Dominiqueberg, AK 15343","6012 Nelson Course, Port Rachelfort, VA 34085",Yes,155.202.138.235,Desktop,"Lake Shawn, Grenada",Purchase,SUMMER2024,61.85,0
a370e1fb-496b-437d-b5ea-aa8e9911f538,4ac831cc-41ae-4243-bc65-373a03d13560,209.62,2024-08-07 05:32:26,5de6e3b0-27be-4872-aed5-d8d372574b1d,Travel,Credit Card,American Express,John Sellers,Refunded,"26716 Thompson Estates, North Ana, GU 60637","2959 Hernandez Rue, South Adamfurt, FL 44581",Yes,217.142.72.63,Mobile,"Warrenville, Moldova",Refund,FALL2024,38.38,0
cd09b370-e8c5-4ff2-a1bb-9ada7a85b155,43625479-dfd4-42a1-9963-bc3f90e64c55,173.29,2024-09-22 07:39:47,d3df5298-12de-4970-9a27-f895d5f56a74,Travel,Digital Wallet,American Express,Savannah Smith,Refunded,"0590 James Pass, Burnsmouth, SD 48176","513 Porter Centers Suite 185, West Alexisborough, MP 17617",No,81.37.190.36,Desktop,"Gomezhaven, Finland",Purchase,SPRING20,77.79,0
df89406b-2fb9-4c29-bb2d-571b666fa8b8,90b3cda1-13c7-4187-90df-99fd58cbe7e6,26.49,2024-05-01 10:45:07,28bc07cb-bf2b-4927-b340-555d46ac1dbb,Clothing,Credit Card,American Express,Joel Tucker,Failed,"70876 Mcdonald Pine, Evansshire, TX 11687","92846 Carol Lane, South Christinaview, WA 63210",Yes,67.136.223.50,Mobile,"Gabrielfurt, Angola",Refund,SPRING20,0.0,0
29fc165f-c833-4fb4-85f1-629c93be4105,e0536f48-ec2c-4bd6-84c9-a8588892f497,277.83,2024-03-03 02:41:57,bba9aa7a-8911-47df-b390-ca9c33a773fb,Health,Debit Card,MasterCard,Charles Green,Pending,"3881 John Plains, Riverabury, OK 11270","360 Mathews Path Apt. 031, Maxwellview, LA 42647",No,68.209.200.169,Mobile,"East Cynthiaview, Tokelau",Refund,,0.0,0
f5144e8f-bae8-4812-b8a9-bab53e6ad707,b02618e9-219f-47c5-8fdc-f110328596cf,211.97,2024-08-01 00:35:15,34c68b05-ff08-4b2d-aa31-47b7dfb1ebf1,Electronics,Credit Card,Visa,Jeffrey Brandt,Failed,"4306 Harris Extension Suite 248, Jeffreyville, MH 37258","7297 Bell Radial Suite 798, Lake Kenneth, HI 19790",No,3.9.68.136,Mobile,"East Patty, Germany",Refund,SPRING20,0.0,0
d610d241-6239-4cb8-ac25-e00a505aced4,9f2300d9-2093-458b-b56a-70fdbd7e2932,432.35,2024-04-26 00:20:03,6db32558-3cb9-417b-aa90-72aa1f3d6605,Clothing,Credit Card,American Express,Destiny Foster,Refunded,"616 Moore Harbors Suite 216, Briantown, IL 88296","4023 Erica Gateway Apt. 603, South Chelsea, VT 53727",Yes,67.1.74.214,Desktop,"Port James, Palestinian Territory",Purchase,SUMMER2024,88.45,0
9f8e9c72-62b2-4bec-bc51-42cab3622f0d,02260b5b-77b0-47b2-a0eb-e971a379baf7,411.13,2024-01-26 11:43:40,38000d0c-0a3d-4db9-8538-06346767ba46,Health,Digital Wallet,MasterCard,John Miller,Pending,"8064 Santos Curve Suite 667, West Annettemouth, AZ 68666","67606 Krista Track Suite 126, Vegabury, DE 88047",No,54.28.230.152,Mobile,"South Kara, Dominica",Purchase,SUMMER2024,0.0,0
dbed473a-1761-4a37-ac10-43a41a227495,dcfa0056-4efb-4bbf-a21c-3711e9984b5d,90.07,2024-06-05 00:38:36,071f7337-d1f6-49cf-b02c-add0b748e610,Health,Digital Wallet,Visa,Christine Wilson,Completed,"0295 Laura Ports Apt. 605, Michelleport, MO 27054","19524 Jackson Trail, Smithshire, KY 17738",No,160.138.42.27,Desktop,"Calderonview, Timor-Leste",Refund,FALL2024,0.0,0
3e1b3c39-a3db-4c07-9695-13fd539e75ad,126bc89d-8c31-41cd-b2eb-76f7cf213a0b,407.08,2024-05-01 20:04:33,fcb99852-5a27-48c5-ab40-6cf27e0cd294,Electronics,Digital Wallet,American Express,Andrea Gibbs,Completed,"3329 Jessica Cove, Port Michael, NH 26732","7364 Bowen Lock, Kimberlymouth, DC 99322",No,43.89.178.209,Desktop,"Birdmouth, Denmark",Refund,FALL2024,0.0,0
bc8e6de6-fea9-4c02-a9ff-b89ca86bf156,ab23b026-bcca-4191-a1d0-20748d14ee79,8.1,2024-02-05 01:04:46,c8d67bda-2ff4-4ac2-85f9-eb408c5c2c4c,Travel,Debit Card,MasterCard,Briana Goodwin,Completed,"PSC 5925, Box 5655, APO AA 95054","2797 Spencer Skyway Suite 092, Port Bradley, KS 75758",Yes,171.217.87.127,Desktop,"Lake Jeannechester, Austria",Refund,SUMMER2024,0.0,0
9862e185-e8a4-4c0d-98df-90403dff33e4,bb432c7e-20a8-414b-bad7-25c88a2dff4c,302.44,2024-08-23 21:28:43,c9ee181c-f661-4ad7-a581-c2014ff8d8e4,Electronics,Digital Wallet,American Express,Edgar Francis,Failed,"548 Russell Inlet Apt. 079, Estradachester, ND 53742","71516 Jones Drive Suite 152, Vernonport, MN 52893",No,96.168.137.105,Mobile,"Aaronbury, Zimbabwe",Refund,,0.0,0
49e3b1b6-447f-43a1-be40-715e0611ae7b,15529201-d7a5-40e8-9462-5f82e862a6b1,389.63,2024-02-17 12:58:11,d467e1c3-1552-477a-892e-23aa89e066c3,Groceries,Digital Wallet,MasterCard,Cody Bates,Failed,"880 Beltran Inlet, East Kathy, DC 15698","24792 Peggy Vista, Stephensport, IL 69961",No,216.90.200.237,Desktop,"New Lisafort, Saudi Arabia",Refund,,0.0,0
f71e0590-de07-48c7-adfe-60373ebf8fce,d6e0ae35-3feb-4566-b37b-d5d5c5f1e5d1,156.23,2024-04-26 22:48:55,95bc959e-9dc6-48a7-a452-72b0fc916a22,Groceries,Debit Card,MasterCard,Alexandra Rojas,Refunded,"509 Megan Valleys, Lake Charles, NE 49219","USNS Ellison, FPO AE 84564",No,202.201.208.174,Desktop,"South Karenmouth, Kiribati",Purchase,,5.31,0
1a4c40b0-bc04-4a9c-ac61-3e94ac92a49c,20487060-07cb-452f-9dce-70b9ca037119,294.03,2024-10-13 06:03:07,8763697a-abc2-4a2e-8a3e-b139257f8ea7,Entertainment,Credit Card,American Express,Casey Henderson,Pending,"423 Butler Trail, Brockville, NH 19959","800 Todd Lake, East Jonathanborough, GA 30579",No,107.88.43.30,Mobile,"Frazierville, Lebanon",Refund,SUMMER2024,0.0,0
eab81283-3403-424f-8a09-47c7ac736e62,0497993c-e52b-4c11-89d6-e2d8de8c076d,462.12,2024-02-28 09:02:26,e3314d90-fe37-4e84-ab12-28790d70b068,Entertainment,Digital Wallet,American Express,Jeffrey Green,Pending,"003 Ruth Circles, Lake Sarahmouth, WI 93294","01443 Bethany Haven Apt. 961, Liborough, NM 25694",Yes,187.195.253.233,Desktop,"South Sheryl, British Virgin Islands",Refund,WINTER2024,0.0,0
6b424ad6-3f6e-438a-8ffc-66af44f7b8f2,09f34da7-5973-4d02-8815-3c20a304ac85,333.99,2024-03-06 15:30:44,1a383a74-40c8-4734-8e25-1cbe36b4a524,Entertainment,Digital Wallet,Visa,David Stuart,Failed,"243 Daniel Walks Suite 462, Carolynland, WA 17785","5566 Williams Branch Apt. 988, Port Debraville, TN 57704",Yes,221.206.38.61,Desktop,"East Williamshire, Cyprus",Purchase,FALL2024,0.0,0
3e526c20-18a4-4caf-887a-ac69420f53ab,2a431fdb-f46f-4ad2-98d4-7019e1733381,490.97,2024-03-10 08:50:07,d8b9e9cb-a0ba-4ce6-b2d1-848a5dff3235,Health,Debit Card,MasterCard,Mrs. Kathryn Boone,Pending,"0771 Douglas Crest Suite 867, North Rachelberg, KY 68482","9273 Delgado Via, Cortezmouth, SC 57370",Yes,23.188.40.214,Mobile,"North Alyssa, Mexico",Refund,SUMMER2024,0.0,0
9d214891-0d20-4317-82ff-66dea7dc015a,3d82918c-5a20-437d-bd5f-bcca0a71b36c,494.99,2024-07-21 11:04:09,c33158a5-ddda-4da9-9b6d-08e14cdb5592,Health,Credit Card,American Express,Tina Moreno,Failed,"36016 Johnson Terrace Suite 738, Lake James, NY 28822","6425 Gina Bypass Suite 031, Paulville, NH 74651",No,167.165.206.220,Desktop,"New Brooketown, Belize",Refund,SPRING20,0.0,0
4035226f-414c-41f7-b487-1a903d75f225,6d519074-f99b-4dd2-9c7d-3ac666ba0fc2,436.61,2024-10-22 17:45:51,ba1e3ee8-602e-49f8-b567-c3b1bbf9bcfa,Health,Credit Card,American Express,Matthew Murray,Completed,"PSC 6396, Box 1197, APO AE 41669","594 Robinson Shore, Rogermouth, AL 24400",Yes,92.60.246.146,Mobile,"Trevorfurt, Tanzania",Purchase,,0.0,0
0242f81f-aa0b-4d5d-876b-af0946063756,80c38d68-76a9-4d79-9def-d0883ebd4778,421.52,2024-09-13 05:59:02,7a3e55b1-d203-4bdb-950d-0a9b85c1818c,Entertainment,Credit Card,American Express,Alec Edwards,Refunded,"4326 Mcmahon Rue, New Phillip, VA 05596","USNS Sandoval, FPO AE 93086",No,51.238.156.57,Mobile,"New Sarahmouth, Andorra",Refund,,28.19,0
8e70592a-9199-4094-899e-6241b9cede35,503385cb-0ec7-46be-b91b-a3d006d46ee8,37.3,2024-08-08 07:20:33,b221be1d-01fa-41b3-b9cc-32ccb5640532,Groceries,Debit Card,Visa,Jessica Foster,Failed,"741 Daniel Flat, Staffordmouth, MO 41797","3005 Jacqueline Gardens, West Richard, PW 49642",No,106.118.223.130,Mobile,"Saraburgh, Oman",Refund,FALL2024,0.0,0
a2ba6aab-748b-4eb9-8d65-1ec745147f57,79661336-8145-4207-8906-2686734b6bca,453.45,2024-02-06 15:52:00,b2066601-8f9a-470f-bb6e-befba97c3aa3,Entertainment,Credit Card,Visa,James Reed,Pending,"Unit 7123 Box 2985, DPO AP 66743","5154 Caldwell Crest, Lake Tracyfort, AL 58686",No,41.186.100.87,Desktop,"Port Faithland, Antarctica (the territory South of 60 deg S)",Purchase,WINTER2024,0.0,0
031b7f68-2508-4772-9368-5593368ac3aa,f745401b-d0ff-45c9-808d-e9a4578f5580,337.17,2024-08-05 22:21:05,5d8c3c32-339b-4ffe-ac66-63a8f2e98585,Electronics,Debit Card,American Express,Samantha Ford,Refunded,"99962 Brian Lakes Apt. 585, North Michelefurt, FL 83063","02246 Thomas Dale, Powersview, FM 24271",No,1.2.168.140,Mobile,"Khanborough, Tunisia",Purchase,SPRING20,92.6,0
47a50442-78b9-4e82-aa62-17d354567365,04926b10-3b18-491f-b0f0-1178e266bc53,393.52,2024-05-04 06:40:36,457a56d9-f8f5-4361-8a2c-e2b629bd7ea6,Entertainment,Debit Card,American Express,Erik Walton,Refunded,"Unit 7925 Box 7316, DPO AE 96971","PSC 9773, Box 7510, APO AP 32282",Yes,118.132.28.187,Desktop,"Port Jillianfurt, Jordan",Refund,WINTER2024,35.62,0
562c1286-a07b-417d-ba8a-bfa1d3242fbd,9f0b372f-b0c6-4390-8d62-f3d03242eb82,436.11,2024-04-23 23:38:27,43e977f6-6698-4022-92dd-90cd6bbd1d9a,Entertainment,Debit Card,American Express,Kimberly Dunn,Failed,"092 David Island Apt. 692, West Cesarhaven, TX 06102","87296 Sue Station, Port Melissa, WV 56816",Yes,126.88.80.119,Desktop,"Martinside, Chad",Purchase,FALL2024,0.0,0
8148a028-e90f-439c-a312-a3956f7df2e2,54e67401-8f16-4e92-9136-8ad4d822460b,230.93,2024-07-29 07:39:41,21abeb78-5d5a-484a-84f0-77e10ebc7e19,Travel,Debit Card,Visa,Carol Clark,Refunded,"37561 Jillian Lodge, West Michaelville, DE 38028","094 Kelli Mission, Joneshaven, SC 97936",No,164.247.219.103,Mobile,"Hollychester, Timor-Leste",Purchase,WINTER2024,1.61,0
93aa2230-5948-4515-b7e3-a7a9a37fd691,aec5d4ae-e5ae-49e5-aa3b-7da3d1f5cfd9,267.15,2024-02-11 03:29:07,570629ef-9b96-468f-b1a7-2550ed149c1b,Health,Credit Card,Visa,Erik Rodriguez,Failed,"87812 Dalton Locks, Jenniferhaven, AL 13269","9891 Melinda Loop, Wattsfort, FM 47841",Yes,58.112.55.102,Desktop,"Port Marctown, Uruguay",Purchase,,0.0,0
33bf681d-ac29-4639-90a7-afd363f4beef,abac59ec-3bff-42d7-8227-483ec307a200,379.93,2024-01-03 21:12:38,3e5f2698-2d66-45f9-8ea8-b1331db4aeb0,Entertainment,Credit Card,Visa,Joan Thomas,Refunded,"101 Lane Pike Apt. 992, Adrianview, IA 72008","478 Richard Crossroad Apt. 929, Mcclainview, WI 11796",Yes,176.174.55.209,Desktop,"Ivanfurt, Congo",Purchase,WINTER2024,45.95,0
530629dd-69f5-4ca1-8cd7-a7c2d02bad19,32a03cb9-2925-4448-aa40-91ede5b723ec,126.83,2024-05-11 14:43:25,e7215699-5941-45ff-b19b-7e0ae2123bf5,Entertainment,Digital Wallet,Visa,Dylan Perez,Completed,"154 Jonathan Plains, Mcgeebury, NC 50242","59867 Norton Shoal Apt. 007, South Patricia, NC 95795",Yes,34.112.109.142,Mobile,"East Jonville, Chile",Refund,SPRING20,0.0,0
4f5851cc-8d0c-4ad3-b1e8-229a1eb7c79d,48cfc6e6-6332-4cc1-b990-56f2f328e6bc,418.23,2024-04-15 20:05:00,8cd0a1d1-0bd1-4c78-baf1-01e1daec641a,Health,Credit Card,American Express,Jose Wheeler Jr.,Failed,"Unit 0826 Box 9663, DPO AP 60524","369 Reyes Loaf, Charlesborough, DE 09492",No,175.216.126.100,Desktop,"Bryanview, Mozambique",Purchase,WINTER2024,0.0,0
4291871a-697e-4954-b0b0-352fbbfbbf80,833c9cfa-e226-48b4-bcfa-e57e22d0d2e7,383.61,2024-03-13 08:57:07,cbe34c0c-d1c1-4273-8a94-1dc3a34619d1,Electronics,Digital Wallet,MasterCard,Brianna Lee,Completed,"490 Smith Park, Lukestad, PA 84531","22678 Heather Haven Suite 963, West Veronicaside, IN 30189",No,157.78.254.79,Mobile,"North Scott, Pitcairn Islands",Purchase,SUMMER2024,0.0,0
f1a6f155-cfff-4789-a67c-c5026e436345,b0982684-0da0-4e99-a625-ec3b4969ec90,429.5,2024-04-18 18:32:25,f8e2e707-1399-45f9-8ef5-b75c93029a6b,Clothing,Digital Wallet,Visa,Joann Ford,Pending,"708 Laura Glen, Lake Hollyfurt, KS 00563","25781 Stewart Heights Suite 124, East Sarah, MH 23239",Yes,151.9.234.42,Mobile,"Butlerton, Uzbekistan",Refund,,0.0,0
b3bd8323-6cd4-4eed-9a69-fcfd61f3bc85,ff30839b-d2b9-48cb-a4e7-4cef3e7b9d49,148.93,2024-09-23 20:42:33,be47dfae-1275-4648-b4d6-474c665d4de5,Entertainment,Credit Card,American Express,Paul Charles,Completed,"45811 Pitts Isle Suite 215, Lake Jeremiahfort, HI 54802","325 Tiffany Drive, Jefferybury, PR 76131",Yes,73.119.176.234,Mobile,"Lake Beckyborough, Djibouti",Refund,WINTER2024,0.0,0
c0f16319-8416-4658-820a-5f3003f266c4,3cd66042-bc38-43e6-950c-b41f9e24a8a7,179.96,2024-09-28 05:34:18,0b0344df-33df-4708-a4c2-392381e85a5c,Clothing,Digital Wallet,American Express,Stacy Preston,Completed,"740 Smith Via, West Julia, PW 91768","2240 Hurley Mills, North Garyport, OH 22083",Yes,142.236.94.75,Mobile,"Port Jillianmouth, Yemen",Refund,SUMMER2024,0.0,0
a2a8f683-00e4-44d8-ab70-934429e427b6,33176ca5-1408-4245-88d8-b3585a18d7a7,366.29,2024-09-12 17:33:05,32d7f66a-d388-4f8e-bcf6-111b50d3f565,Health,Credit Card,MasterCard,Melissa Bowen,Pending,"848 Owens Mount Suite 388, Ronnieborough, MO 01646","9056 Wall Mill, Rebeccamouth, WA 48872",Yes,99.152.92.92,Mobile,"Lake Taylorborough, Iraq",Purchase,,0.0,0
53938b7d-4168-4707-aaff-ea00cf33f44a,f2d98d2e-0acd-48b9-aeb6-c1788965dfd4,142.66,2024-09-05 16:01:03,09de0e41-6c98-4570-adb8-1ed5d7153215,Travel,Debit Card,American Express,Samantha Adams,Completed,"0358 Nathaniel Cliffs, West Connormouth, HI 35256","39550 Nathan Causeway Suite 989, North Deniseburgh, MA 08838",No,58.193.245.23,Mobile,"Lake Robertfurt, Albania",Refund,SPRING20,0.0,0
ddf4c3f8-e246-4450-b2fe-99c0f560b6cb,34ded5d5-da2f-487a-9356-2447e5772a81,164.89,2024-04-21 08:31:25,0a6563b3-6385-44b0-aedd-46737e286364,Health,Debit Card,Visa,Michael Jones,Completed,"65118 Green Drive Suite 400, Amandamouth, PW 09989","5752 Perez Bridge Apt. 785, New Monicaland, NV 61507",Yes,106.92.13.9,Desktop,"South Charles, Burkina Faso",Purchase,WINTER2024,0.0,0
31d77e88-c946-4643-b7f6-5bb61b41f7f8,8e7e69c5-5c3e-4d11-9446-a6a099b9ec4e,379.97,2024-08-20 07:11:08,97ccf833-63a4-4616-a1bb-39af98dfcf90,Groceries,Digital Wallet,Visa,Corey Cain,Failed,"23593 Suzanne Parkways, Deborahville, AR 44217","697 Joseph Hollow Apt. 882, Port Connieview, NE 51081",Yes,190.121.177.69,Desktop,"Lake Gerald, India",Purchase,,0.0,0
e5edc4ff-0422-466b-9a42-d5016218e2c5,38247886-bbec-49ac-ac7d-def920ba99a4,455.02,2024-03-21 21:08:57,2d075783-ff61-4272-b268-264f2df9bfd9,Health,Digital Wallet,American Express,Thomas Williams,Completed,"894 Brown Curve Apt. 296, North Heatherchester, VI 06441","20883 Kaiser Wall Suite 179, New Crystal, MS 53748",Yes,39.101.100.207,Mobile,"North Savannahfurt, Saint Barthelemy",Purchase,,0.0,0
a07933a8-8444-4f17-ba6a-d35e8e708b18,1667b214-359c-4f4a-aa1d-657331fa861b,130.24,2024-08-19 06:50:35,4dc5ce7a-ad43-49b2-8cd5-4b032763ef8f,Electronics,Credit Card,MasterCard,Jennifer Khan,Pending,"061 Taylor Ford, Port Joshua, MD 43109","5977 Laura Cove Apt. 272, East Stephen, AZ 01082",No,131.255.48.244,Mobile,"New Tonyaburgh, Iran",Refund,SUMMER2024,0.0,0
7273b61c-da79-4e8b-8893-78de3513b2c7,ad6b95b2-e563-457d-adb1-7b1228ffbfac,172.63,2024-10-28 16:56:20,81effe9d-493a-44ca-b340-c6e0a01fe951,Entertainment,Credit Card,MasterCard,Daniel Thornton,Failed,"0201 Wright Turnpike Suite 092, Port Jill, MH 05072","24822 Cynthia Knoll, Port Lisaborough, NV 92434",Yes,15.192.26.117,Desktop,"Monicaborough, Madagascar",Purchase,,0.0,0
b3615e24-b547-40ed-b80b-4590ace0d86b,9b2947e4-4181-4008-b639-a1d409212c36,65.97,2024-06-27 15:26:14,5a079617-b068-43ef-8065-515142eb5aa6,Clothing,Credit Card,MasterCard,Samantha Hill,Refunded,"87649 Melissa Lakes, Port Kimberlychester, FL 62055","7202 Donna Meadows Suite 089, Lisastad, OH 48510",No,16.56.200.152,Desktop,"Garyberg, Belgium",Refund,SUMMER2024,17.59,0
f47fb759-3b4f-4f35-bf61-941a6f3ff0de,a4906af9-3d48-4f10-8dae-b345f2329323,114.04,2024-05-12 11:25:47,153ee482-a9ae-434d-9ebc-7d4691f12e01,Clothing,Credit Card,American Express,Sandra Diaz,Pending,"12852 Hartman Spurs, New Kathleenstad, MH 24975","54719 Watts Rest, Padillaport, MN 49991",Yes,209.12.83.94,Mobile,"New Gina, Georgia",Purchase,FALL2024,0.0,0
fb6e2e42-fc62-4cf0-a3df-f5d1d5ea2aa3,8f3d9ce3-79b7-43f2-925f-86a672ce8ed4,476.78,2024-06-14 13:00:23,da194fd4-5d53-43a4-bee0-9e29aede3806,Groceries,Debit Card,Visa,Beth Meyer,Failed,"5587 Dawn Village, South Robertochester, PW 90657","050 Andrew Court, Grahamstad, PR 60861",Yes,130.113.152.226,Desktop,"Whiteland, Estonia",Refund,,0.0,0
f6adcfa3-d695-4de6-8876-2a7c58fcd17f,2043457e-7c4f-47fb-b6df-70f7fb11cb7c,18.06,2024-05-24 17:36:46,899eb453-131d-4437-977c-63015b221ec2,Travel,Digital Wallet,MasterCard,Daryl Liu,Pending,"93898 Phillip Extensions Apt. 822, New Robert, PW 07911","USS Bradley, FPO AE 27463",No,167.198.209.185,Desktop,"Matthewfurt, Austria",Purchase,,0.0,0
f30c16b7-3dd0-4e56-9451-d80553deea4d,7a3a055a-34b5-4daf-b248-f352fe4e4543,180.7,2024-04-25 01:12:46,920e4f85-3919-4ecd-8fee-1117c28ea187,Entertainment,Credit Card,Visa,Kelly Martinez MD,Refunded,"99290 Foley Place Apt. 289, Andreamouth, GA 32346","50607 Bryan Garden, Port Lisa, LA 61937",No,72.165.154.31,Desktop,"Davidside, Libyan Arab Jamahiriya",Purchase,,92.05,0
4962edb3-5b44-406b-9909-8197f3fac12a,5f15a363-fb01-4b42-ba92-27ded2c87f0f,75.59,2024-08-13 08:07:36,6a7ffe6b-2a56-4d97-b8ce-99b551f46e00,Clothing,Digital Wallet,Visa,Debra Gonzalez,Refunded,"99676 Serrano Squares Apt. 606, Garrisonstad, MS 91601","704 Melissa Corners Apt. 733, South John, IN 04135",No,205.169.216.0,Desktop,"West Kristinaland, Armenia",Refund,SPRING20,74.54,0
f720d333-1360-4f64-a419-4f0b5142e41b,23201c67-4fdc-49e1-a453-7ece7bb263f2,411.86,2024-05-09 22:13:26,d5a5132e-a068-4498-810b-d73a001cd3dc,Health,Credit Card,Visa,David Rivera,Pending,"97919 Austin Point, Howardbury, CA 26803","1800 Manning Stream Suite 004, Ashleyside, CO 19451",Yes,48.19.74.248,Mobile,"Murphyhaven, Switzerland",Purchase,FALL2024,0.0,0
ca2463e1-7469-4bdb-94f4-950cb59ba5fb,2573eb12-2573-46f3-8afa-2c0575e9031b,182.92,2024-07-29 23:31:35,fffd89f1-3c04-4379-9425-976f09bbe818,Electronics,Debit Card,Visa,Marie Saunders,Pending,"98379 Walters Turnpike, Kaneberg, MS 11503","383 Jones Stream, Paulmouth, MN 32775",Yes,86.117.22.254,Mobile,"East Brandonfurt, Bermuda",Refund,WINTER2024,0.0,0
33feb779-3768-46f3-ada5-f0d083b3dd1d,509fb8a8-ea34-43dc-8976-12c9c8f3371b,157.02,2024-04-13 02:00:19,128dfad6-55c6-459a-8c91-ae53cd0bec3b,Electronics,Credit Card,MasterCard,Caitlyn Mayer,Completed,"978 Christopher Streets Suite 904, West Leahport, DE 54321","0560 Nicholas Street, West William, ND 68071",No,143.172.103.44,Desktop,"South Walterton, Portugal",Purchase,WINTER2024,0.0,0
614d4b95-03eb-4500-9c5c-7f8bd1d8ac00,806a30e8-5432-495b-becd-7b5418fa702b,302.34,2024-02-14 11:13:47,2d96568d-e82a-4258-b0a5-6b65e70acf89,Travel,Debit Card,Visa,Juan Ford,Pending,"73382 Molly Lake, Miguelport, ND 62282","884 Chavez Stream, New Samanthaberg, AL 34753",Yes,143.158.135.233,Desktop,"Pierceshire, United States Virgin Islands",Refund,SPRING20,0.0,0
